Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,SleepEfficiency,CaloriesGroup
2026352035,2016-04-27,1,508,545,2016-04-27,6088,3.76999998092651,3.76999998092651,0.0,0.0,0.0,3.76999998092651,0.0,0,0,286,586,1593,0.9321100917431193,Low
2026352035,2016-04-28,1,513,545,2016-04-28,6375,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,331,626,1649,0.9412844036697248,Low
2026352035,2016-04-29,1,490,510,2016-04-29,7604,4.71000003814697,4.71000003814697,0.0,0.0,0.0,4.71000003814697,0.0,0,0,352,492,1692,0.9607843137254902,Low
2026352035,2016-04-30,1,573,607,2016-04-30,4729,2.9300000667572,2.9300000667572,0.0,0.0,0.0,2.9300000667572,0.0,0,0,233,594,1506,0.943986820428336,Low
2026352035,2016-05-01,1,527,546,2016-05-01,3609,2.27999997138977,2.27999997138977,0.0,0.0,0.0,2.27999997138977,0.0,0,0,191,716,1447,0.9652014652014652,Low
2026352035,2016-05-02,1,511,543,2016-05-02,7018,4.34999990463257,4.34999990463257,0.0,0.0,0.0,4.34999990463257,0.0,0,0,355,716,1690,0.9410681399631676,Low
2026352035,2016-05-04,1,538,560,2016-05-04,6564,4.07000017166138,4.07000017166138,0.0,0.0,0.0,4.07000017166138,0.0,0,0,345,530,1658,0.9607142857142857,Low
2026352035,2016-05-05,1,468,485,2016-05-05,12167,7.53999996185303,7.53999996185303,0.0,0.0,0.0,7.53999996185303,0.0,0,0,475,479,1926,0.9649484536082474,Low
2026352035,2016-05-06,1,524,548,2016-05-06,8198,5.07999992370605,5.07999992370605,0.0,0.0,0.0,5.07999992370605,0.0,0,0,383,511,1736,0.9562043795620438,Low
2026352035,2016-05-07,1,511,521,2016-05-07,4193,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,229,665,1491,0.980806142034549,Low
2026352035,2016-05-08,1,541,568,2016-05-08,5528,3.45000004768372,3.45000004768372,0.0,0.0,0.0,3.45000004768372,0.0,0,0,258,610,1555,0.9524647887323944,Low
2026352035,2016-05-09,1,531,556,2016-05-09,10685,6.61999988555908,6.61999988555908,0.0,0.0,0.0,6.59999990463257,0.0,0,0,401,543,1869,0.9550359712230215,Low
2026352035,2016-05-10,1,357,380,2016-05-10,254,0.159999996423721,0.159999996423721,0.0,0.0,0.0,0.159999996423721,0.0,0,0,17,1002,1141,0.9394736842105263,Low
2026352035,2016-05-11,1,523,553,2016-05-11,8580,5.32000017166138,5.32000017166138,0.0,0.0,0.0,5.32000017166138,0.0,0,0,330,569,1698,0.945750452079566,Low
2026352035,2016-05-12,1,456,485,2016-05-12,8891,5.51000022888184,5.51000022888184,0.0,0.0,0.0,5.51000022888184,0.0,0,0,343,330,1364,0.9402061855670103,Low
2320127002,2016-04-23,1,61,69,2016-04-23,5079,3.42000007629395,3.42000007629395,0.0,0.0,0.0,3.42000007629395,0.0,0,0,242,1129,1804,0.8840579710144928,Low
2347167796,2016-04-13,1,467,531,2016-04-13,10352,7.01000022888184,7.01000022888184,0.0,1.6599999666214,1.94000005722046,3.41000008583069,0.0,19,32,195,676,2038,0.879472693032015,Low
2347167796,2016-04-14,1,445,489,2016-04-14,10129,6.69999980926514,6.69999980926514,0.0,0.0199999995529652,2.74000000953674,3.94000005722046,0.0,1,48,206,705,2010,0.9100204498977505,Low
2347167796,2016-04-15,1,452,504,2016-04-15,10465,6.92000007629395,6.92000007629395,0.0,0.0700000002980232,1.41999995708466,5.42999982833862,0.0,1,24,284,720,2133,0.8968253968253969,Low
2347167796,2016-04-17,1,556,602,2016-04-17,5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882,0.9235880398671097,Low
2347167796,2016-04-18,1,500,557,2016-04-18,8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944,0.8976660682226212,Low
2347167796,2016-04-19,1,465,514,2016-04-19,6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346,0.9046692607003891,High
2347167796,2016-04-21,1,460,484,2016-04-21,10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,0.9504132231404959,Low
2347167796,2016-04-22,1,405,461,2016-04-22,7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,0.8785249457700651,Low
2347167796,2016-04-23,1,374,386,2016-04-23,16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,0.9689119170984456,High
2347167796,2016-04-24,1,442,459,2016-04-24,9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,0.9629629629629629,Low
2347167796,2016-04-25,1,433,471,2016-04-25,9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,0.9193205944798302,Low
2347167796,2016-04-26,1,436,490,2016-04-26,5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,0.889795918367347,Low
2347167796,2016-04-27,1,448,499,2016-04-27,11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,0.8977955911823647,Low
2347167796,2016-04-28,1,408,450,2016-04-28,5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,0.9066666666666666,Low
2347167796,2016-04-29,1,411,473,2016-04-29,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,0.86892177589852,Low
3977333714,2016-04-12,1,274,469,2016-04-12,8856,5.98000001907349,5.98000001907349,0.0,3.05999994277954,0.910000026226044,2.00999999046326,0.0,44,19,131,777,1450,0.5842217484008528,Low
3977333714,2016-04-13,2,295,456,2016-04-13,10035,6.71000003814697,6.71000003814697,0.0,2.02999997138977,2.13000011444092,2.54999995231628,0.0,31,46,153,754,1495,0.6469298245614035,Low
3977333714,2016-04-14,1,291,397,2016-04-14,7641,5.1100001335144,5.1100001335144,0.0,0.319999992847443,0.970000028610229,3.8199999332428,0.0,5,23,214,801,1433,0.7329974811083123,Low
3977333714,2016-04-15,1,424,556,2016-04-15,9010,6.05999994277954,6.05999994277954,0.0,1.04999995231628,1.75,3.25999999046326,0.0,15,42,183,644,1468,0.762589928057554,Low
3977333714,2016-04-16,1,283,510,2016-04-16,13459,9.0,9.0,0.0,2.02999997138977,4.0,2.97000002861023,0.0,31,83,153,663,1625,0.5549019607843138,Low
3977333714,2016-04-17,1,381,566,2016-04-17,10415,6.96999979019165,6.96999979019165,0.0,0.699999988079071,2.34999990463257,3.92000007629395,0.0,11,58,205,600,1529,0.6731448763250883,Low
3977333714,2016-04-18,2,412,522,2016-04-18,11663,7.80000019073486,7.80000019073486,0.0,0.25,3.73000001907349,3.8199999332428,0.0,4,95,214,605,1584,0.789272030651341,Low
3977333714,2016-04-19,1,219,395,2016-04-19,12414,8.77999973297119,8.77999973297119,0.0,2.24000000953674,2.45000004768372,3.96000003814697,0.0,19,67,221,738,1638,0.5544303797468354,Low
3977333714,2016-04-20,2,152,305,2016-04-20,11658,7.82999992370605,7.82999992370605,0.0,0.200000002980232,4.34999990463257,3.27999997138977,0.0,2,98,164,845,1554,0.49836065573770494,Low
3977333714,2016-04-21,1,332,512,2016-04-21,6093,4.07999992370605,4.07999992370605,0.0,0.0,0.0,4.05999994277954,0.0,0,0,242,712,1397,0.6484375,Low
3977333714,2016-04-22,1,355,476,2016-04-22,8911,5.96000003814697,5.96000003814697,0.0,2.32999992370605,0.579999983310699,3.05999994277954,0.0,33,12,188,731,1481,0.7457983193277311,Low
3977333714,2016-04-23,1,235,372,2016-04-23,12058,8.06999969482422,8.06999969482422,0.0,0.0,4.21999979019165,3.84999990463257,0.0,0,92,252,724,1638,0.6317204301075269,Low
3977333714,2016-04-24,1,310,526,2016-04-24,14112,10.0,10.0,0.0,3.26999998092651,4.55999994277954,2.17000007629395,0.0,30,95,129,660,1655,0.5893536121673004,Low
3977333714,2016-04-25,1,262,467,2016-04-25,11177,8.47999954223633,8.47999954223633,0.0,5.61999988555908,0.430000007152557,2.41000008583069,0.0,50,9,133,781,1570,0.5610278372591007,Low
3977333714,2016-04-26,1,250,371,2016-04-26,11388,7.61999988555908,7.61999988555908,0.0,0.449999988079071,4.21999979019165,2.95000004768372,0.0,7,95,170,797,1551,0.6738544474393531,Low
3977333714,2016-04-27,1,349,540,2016-04-27,7193,5.03999996185303,5.03999996185303,0.0,0.0,0.419999986886978,4.61999988555908,0.0,0,10,176,714,1377,0.6462962962962963,Low
3977333714,2016-04-28,1,261,423,2016-04-28,7114,4.88000011444092,4.88000011444092,0.0,1.37000000476837,0.28999999165535,3.22000002861023,0.0,15,8,190,804,1407,0.6170212765957447,Low
3977333714,2016-04-29,1,333,478,2016-04-29,10645,7.75,7.75,0.0,3.74000000953674,1.29999995231628,2.71000003814697,0.0,36,32,150,744,1545,0.696652719665272,Low
3977333714,2016-04-30,1,237,382,2016-04-30,13238,9.19999980926514,9.19999980926514,0.0,3.69000005722046,2.09999990463257,3.41000008583069,0.0,43,52,194,687,1650,0.6204188481675392,Low
3977333714,2016-05-01,1,383,626,2016-05-01,10414,7.07000017166138,7.07000017166138,0.0,2.67000007629395,1.98000001907349,2.41000008583069,0.0,41,40,124,691,1501,0.6118210862619808,Low
3977333714,2016-05-02,1,230,384,2016-05-02,16520,11.0500001907349,11.0500001907349,0.0,1.53999996185303,6.48000001907349,3.01999998092651,0.0,24,143,176,713,1760,0.5989583333333334,Low
3977333714,2016-05-03,1,292,500,2016-05-03,14335,9.59000015258789,9.59000015258789,0.0,3.3199999332428,1.74000000953674,4.53000020980835,0.0,47,41,258,594,1710,0.584,Low
3977333714,2016-05-04,1,213,336,2016-05-04,13559,9.4399995803833,9.4399995803833,0.0,1.80999994277954,4.57999992370605,2.89000010490417,0.0,14,96,142,852,1628,0.6339285714285714,Low
3977333714,2016-05-05,1,318,480,2016-05-05,12312,8.57999992370605,8.57999992370605,0.0,1.75999999046326,4.1100001335144,2.71000003814697,0.0,14,88,178,680,1618,0.6625,Low
3977333714,2016-05-06,1,323,512,2016-05-06,11677,8.27999973297119,8.27999973297119,0.0,3.10999989509583,2.50999999046326,2.67000007629395,0.0,29,55,168,676,1590,0.630859375,Low
3977333714,2016-05-07,1,237,443,2016-05-07,11550,7.73000001907349,7.73000001907349,0.0,0.0,4.13000011444092,3.58999991416931,0.0,0,86,208,703,1574,0.5349887133182845,Low
3977333714,2016-05-08,2,259,456,2016-05-08,13585,9.09000015258789,9.09000015258789,0.0,0.680000007152557,5.23999977111816,3.17000007629395,0.0,9,116,171,688,1633,0.5679824561403509,Low
3977333714,2016-05-10,1,312,452,2016-05-10,13072,8.77999973297119,8.77999973297119,0.0,0.0700000002980232,5.40000009536743,3.30999994277954,0.0,1,115,196,676,1630,0.6902654867256637,Low
4020332650,2016-04-12,1,501,541,2016-04-12,8539,6.11999988555908,6.11999988555908,0.0,0.150000005960464,0.239999994635582,5.67999982833862,0.0,4,15,331,712,3654,0.9260628465804066,High
4020332650,2016-04-16,1,77,77,2016-04-16,1982,1.41999995708466,1.41999995708466,0.0,0.449999988079071,0.370000004768372,0.589999973773956,0.0,65,21,55,1222,3051,1.0,High
4020332650,2016-05-03,1,322,332,2016-05-03,4496,3.22000002861023,3.22000002861023,0.0,0.0,0.0,3.15000009536743,0.0500000007450581,0,0,174,950,2828,0.9698795180722891,High
4020332650,2016-05-04,1,478,536,2016-05-04,10252,7.34999990463257,7.34999990463257,0.0,0.670000016689301,1.03999996185303,5.57999992370605,0.0,13,46,346,531,3879,0.8917910447761194,High
4020332650,2016-05-05,1,226,248,2016-05-05,11728,8.43000030517578,8.43000030517578,0.0,2.61999988555908,1.67999994754791,4.03999996185303,0.0700000002980232,38,42,196,916,3429,0.9112903225806451,High
4020332650,2016-05-06,1,385,408,2016-05-06,4369,3.13000011444092,3.13000011444092,0.0,0.0,0.0,3.09999990463257,0.0099999997764825,0,0,177,855,2704,0.9436274509803921,High
4020332650,2016-05-08,1,364,402,2016-05-08,5862,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.15000009536743,0.0,0,0,263,775,3089,0.9054726368159204,High
4020332650,2016-05-10,1,442,494,2016-05-10,5546,3.98000001907349,3.98000001907349,0.0,0.0,0.0,3.86999988555908,0.0399999991059303,0,0,206,774,2926,0.8947368421052632,High
4319703577,2016-04-14,1,535,557,2016-04-14,10210,6.88000011444092,6.88000011444092,0.0,0.109999999403954,0.330000013113022,6.44000005722046,0.0,1,9,339,589,2302,0.9605026929982047,High
4319703577,2016-04-15,1,465,491,2016-04-15,5664,3.79999995231628,3.79999995231628,0.0,0.0,0.0,3.79999995231628,0.0,0,0,228,752,1985,0.9470468431771895,Low
4319703577,2016-04-16,1,506,522,2016-04-16,4744,3.1800000667572,3.1800000667572,0.0,0.0,0.0,3.1800000667572,0.0,0,0,194,724,1884,0.9693486590038314,Low
4319703577,2016-04-18,1,515,551,2016-04-18,2276,1.54999995231628,1.54999995231628,0.0,0.0700000002980232,0.330000013113022,1.12000000476837,0.0,1,9,58,824,1632,0.9346642468239564,Low
4319703577,2016-04-19,2,461,498,2016-04-19,8925,5.98999977111816,5.98999977111816,0.0,0.0,0.0,5.98999977111816,0.0,0,0,311,604,2200,0.9257028112449799,High
4319703577,2016-04-20,1,523,543,2016-04-20,8954,6.01000022888184,6.01000022888184,0.0,0.0,0.680000007152557,5.30999994277954,0.0,0,18,306,671,2220,0.9631675874769797,High
4319703577,2016-04-21,1,59,65,2016-04-21,3702,2.48000001907349,2.48000001907349,0.0,0.0,0.0,0.349999994039536,0.0,0,0,34,1265,1792,0.9076923076923077,Low
4319703577,2016-04-22,1,533,550,2016-04-22,4500,3.01999998092651,3.01999998092651,0.0,0.0599999986588955,0.810000002384186,2.15000009536743,0.0,1,19,176,709,1886,0.9690909090909091,Low
4319703577,2016-04-23,1,692,722,2016-04-23,4935,3.30999994277954,3.30999994277954,0.0,0.0,0.0,3.30999994277954,0.0,0,0,233,546,1945,0.9584487534626038,Low
4319703577,2016-04-24,1,467,501,2016-04-24,4081,2.74000000953674,2.74000000953674,0.0,0.0599999986588955,0.200000002980232,2.47000002861023,0.0,1,5,191,692,1880,0.9321357285429142,Low
4319703577,2016-04-25,1,488,506,2016-04-25,9259,6.21000003814697,6.21000003814697,0.0,0.0,0.280000001192093,5.92999982833862,0.0,0,8,390,544,2314,0.9644268774703557,High
4319703577,2016-04-26,1,505,516,2016-04-26,9899,6.6399998664856,6.6399998664856,0.0,0.569999992847443,0.920000016689301,5.15000009536743,0.0,8,21,288,649,2236,0.9786821705426356,High
4319703577,2016-04-27,1,286,307,2016-04-27,10780,7.23000001907349,7.23000001907349,0.0,0.409999996423721,1.91999995708466,4.90999984741211,0.0,6,47,300,680,2324,0.9315960912052117,High
4319703577,2016-04-28,1,497,522,2016-04-28,10817,7.28000020980835,7.28000020980835,0.0,1.00999999046326,0.330000013113022,5.94000005722046,0.0,13,8,359,552,2367,0.9521072796934866,High
4319703577,2016-04-29,1,523,546,2016-04-29,7990,5.3600001335144,5.3600001335144,0.0,0.449999988079071,0.790000021457672,4.11999988555908,0.0,6,18,289,624,2175,0.9578754578754579,Low
4319703577,2016-04-30,1,490,516,2016-04-30,8221,5.51999998092651,5.51999998092651,0.0,0.400000005960464,1.61000001430511,3.50999999046326,0.0,6,38,196,695,2092,0.9496124031007752,Low
4319703577,2016-05-01,1,484,500,2016-05-01,1251,0.839999973773956,0.839999973773956,0.0,0.0,0.0,0.839999973773956,0.0,0,0,67,836,1593,0.968,Low
4319703577,2016-05-02,1,478,506,2016-05-02,9261,6.23999977111816,6.23999977111816,0.0,0.0,0.439999997615814,5.71000003814697,0.0,0,11,344,585,2270,0.9446640316205533,High
4319703577,2016-05-03,1,474,512,2016-05-03,9648,6.46999979019165,6.46999979019165,0.0,0.579999983310699,1.07000005245209,4.82999992370605,0.0,8,26,287,669,2235,0.92578125,High
4319703577,2016-05-06,1,450,491,2016-05-06,9524,6.42000007629395,6.42000007629395,0.0,0.409999996423721,0.469999998807907,5.46000003814697,0.0,6,11,314,692,2266,0.9164969450101833,High
4319703577,2016-05-07,1,507,530,2016-05-07,7937,5.32999992370605,5.32999992370605,0.0,0.189999997615814,1.04999995231628,4.07999992370605,0.0,3,28,279,586,2158,0.9566037735849057,Low
4319703577,2016-05-08,1,602,638,2016-05-08,3672,2.46000003814697,2.46000003814697,0.0,0.0,0.0,2.46000003814697,0.0,0,0,153,603,1792,0.9435736677115988,Low
4319703577,2016-05-09,1,535,565,2016-05-09,10378,6.96000003814697,6.96000003814697,0.0,0.140000000596046,0.560000002384186,6.25,0.0,2,14,374,490,2345,0.9469026548672567,High
4319703577,2016-05-10,1,487,517,2016-05-10,9487,6.36999988555908,6.36999988555908,0.0,0.209999993443489,0.46000000834465,5.69999980926514,0.0,3,12,329,555,2260,0.941972920696325,High
4319703577,2016-05-11,1,529,558,2016-05-11,9129,6.13000011444092,6.13000011444092,0.0,0.200000002980232,0.740000009536743,5.17999982833862,0.0,3,18,311,574,2232,0.9480286738351255,High
4319703577,2016-05-12,1,302,321,2016-05-12,17,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,2,0,257,0.940809968847352,Low
4388161847,2016-04-15,1,499,526,2016-04-15,8758,6.73000001907349,6.73000001907349,0.0,0.0,0.0,6.73000001907349,0.0,0,0,299,837,3066,0.9486692015209125,High
4388161847,2016-04-16,2,426,448,2016-04-16,6580,5.05999994277954,5.05999994277954,0.0,0.209999993443489,0.400000005960464,4.44999980926514,0.0,6,9,253,609,3073,0.9508928571428571,High
4388161847,2016-04-17,2,619,641,2016-04-17,4660,3.57999992370605,3.57999992370605,0.0,0.0,0.0,3.57999992370605,0.0,0,0,201,721,2572,0.9656786271450858,High
4388161847,2016-04-18,1,99,104,2016-04-18,11009,9.10000038146973,9.10000038146973,0.0,3.55999994277954,0.400000005960464,5.1399998664856,0.0,27,8,239,1017,3274,0.9519230769230769,High
4388161847,2016-04-19,1,329,338,2016-04-19,10181,7.82999992370605,7.82999992370605,0.0,1.37000000476837,0.689999997615814,5.76999998092651,0.0,20,16,249,704,3015,0.9733727810650887,High
4388161847,2016-04-20,1,421,451,2016-04-20,10553,8.11999988555908,8.11999988555908,0.0,1.10000002384186,1.72000002861023,5.28999996185303,0.0,19,42,228,696,3083,0.9334811529933481,High
4388161847,2016-04-21,1,442,458,2016-04-21,10055,7.73000001907349,7.73000001907349,0.0,0.370000004768372,0.389999985694885,6.98000001907349,0.0,7,12,272,853,3069,0.9650655021834061,High
4388161847,2016-04-22,1,82,85,2016-04-22,12139,9.34000015258789,9.34000015258789,0.0,3.29999995231628,1.11000001430511,4.92000007629395,0.0,77,25,220,945,3544,0.9647058823529412,High
4388161847,2016-04-23,1,478,501,2016-04-23,13236,10.1800003051758,10.1800003051758,0.0,4.5,0.319999992847443,5.34999990463257,0.0,58,5,215,749,3306,0.9540918163672655,High
4388161847,2016-04-24,3,552,595,2016-04-24,10243,7.88000011444092,7.88000011444092,0.0,1.08000004291534,0.509999990463257,6.30000019073486,0.0,14,8,239,584,2885,0.9277310924369748,High
4388161847,2016-04-26,1,319,346,2016-04-26,9461,7.28000020980835,7.28000020980835,0.0,0.939999997615814,1.05999994277954,5.26999998092651,0.0,14,23,224,673,2929,0.9219653179190751,High
4388161847,2016-04-27,1,439,500,2016-04-27,11193,8.60999965667725,8.60999965667725,0.0,0.699999988079071,2.50999999046326,5.3899998664856,0.0,11,48,241,684,3074,0.878,High
4388161847,2016-04-28,1,428,458,2016-04-28,10074,7.75,7.75,0.0,1.28999996185303,0.430000007152557,6.03000020980835,0.0,19,9,234,878,2969,0.9344978165938864,High
4388161847,2016-04-30,2,409,430,2016-04-30,12533,9.64000034332275,9.64000034332275,0.0,0.699999988079071,2.0,6.94000005722046,0.0,14,43,300,537,3283,0.9511627906976744,High
4388161847,2016-05-01,1,547,597,2016-05-01,10255,7.8899998664856,7.8899998664856,0.0,1.00999999046326,0.680000007152557,6.19999980926514,0.0,12,15,241,579,2926,0.916247906197655,High
4388161847,2016-05-02,2,368,376,2016-05-02,10096,8.39999961853027,8.39999961853027,0.0,3.76999998092651,0.0799999982118607,4.55000019073486,0.0,33,4,204,935,3147,0.9787234042553191,High
4388161847,2016-05-04,1,390,414,2016-05-04,12375,9.52000045776367,9.52000045776367,0.0,2.78999996185303,0.930000007152557,5.80000019073486,0.0,35,21,251,632,3162,0.9420289855072463,High
4388161847,2016-05-05,1,471,495,2016-05-05,9603,7.38000011444092,7.38000011444092,0.0,0.629999995231628,1.66999995708466,5.09000015258789,0.0,12,39,199,896,2899,0.9515151515151515,High
4388161847,2016-05-05,1,471,495,2016-05-05,9603,7.38000011444092,7.38000011444092,0.0,0.629999995231628,1.66999995708466,5.09000015258789,0.0,12,39,199,896,2899,0.9515151515151515,High
4388161847,2016-05-07,1,472,496,2016-05-07,22770,17.5400009155273,17.5400009155273,0.0,9.44999980926514,2.76999998092651,5.32999992370605,0.0,120,56,260,508,4022,0.9516129032258065,High
